Department,DepartmentCleaned
Home and Institution Management,home and institution management
Classical Languages and Literature,classical languages and literature
Industrial Arts Education,industrial arts education
Automotive Technology,automotive technology
Metals,metals
Metallurgical,metallurgical
Government,government
Air Force ROTC,air force rotc
Public Administration,public administration
Childhood Education,childhood education
C.E,c.e
PHYSIOLOGY,physiology
Welding,welding
C.,c.
Bacteriology and Immunology,bacteriology and immunology
P. E. (Physical Education),p. e. (physical education)
OT,ot
Psy,psychology
Hist,history
Jour.,jour.
Anatomy,anatomy
Industrial and Technical,industrial and technical
Industrisi Arts,industrisi arts
Shorthand,shorthand
Typing,typing
Foundry,foundry
Woodworking,woodworking
Electronics,electronics
Metalwork,metalwork
General Business Education,general business education
"HISTORY, EUROPEAN","history, european"
SLAV - Germanic and Slavic Languages and Literatures,slav - germanic and slavic languages and literatures
Meteorology,meteorology
Optometry,optometry
WOMS,woms
Aerospace,aerospace
CY,cy
Biometrics,biometrics
PRACTICAL ARTS,practical arts
LANGUAGES AND LITERATURE,languages and literature
Military Science and Tactics,military science and tactics
Afro-American Studies,afro-american studies
A R T,a r t
SPEECH,speech
PSCI,psci
Zoo,zoo
Practical Arts,practical arts
Dairy Husbundry,dairy husbundry
Secretarial Training,secretarial training
Comp. Lit,comp. lit
FOR GRADUATES,for graduates
DAIRY TECHNOLOGY,dairy technology
Cr,cr
T. & C.,t. & c.
Food,food
TECM,tecm
AGRICULTURAL EDUCATION AND RURAL LIFE,agricultural education and rural life
H. (History),h. (history)
NURSING EDUCATION,nursing education
V.S.,v.s.
Pharm. Chem.,pharm. chem.
Modern Languages,modern languages
Mech.,mech.
H. 5,h. 5
F. L.,f. l.
H.D. Ed.,h.d. ed.
Library Science Education,library science education
Agriculture (Animal Husbandry),agriculture (animal husbandry)
Criminology,criminology
CROPS AND SOILS,crops and soils
General Home Economics,general home economics
Asian History,asian history
AGRONOMY-CROPS AND SOILS,agronomy-crops and soils
"ENGINEERING, MECHANICAL","engineering, mechanical"
English-GEOGRAPHY,english-geography
ANTHROPOLOGY-ART,anthropology-art
"HEALTH, PHYSICAL EDUCATION, AND RECREATION","health, physical education, and recreation"
MECHANICAL,mechanical
Electrical,electrical
ARTS AND SCIENCES,arts and sciences
BIOLOGY,biology
Dramatic Art,theater
"ENGINEERING, CIVIL","engineering, civil"
Arch E,arch e
Government and Citizenship,government and citizenship
Secondary,secondary
PHARMACY,pharmacy
Mathematics and Statistics,mathematics and statistics
ELECTRICAL A,electrical a
EPS,eps
EMERGENCY MEDICINE,emergency medicine
ND COMPUTER ENGINEERING,nd computer engineering
CIVIL,civil
THEATRE AND DANCE,theatre and dance
UHON,uhon
FAMILY STUDIES,family studies
CHEMIS,chemis
Comparative Politics,comparative politics
ATHL,athl
NSMS,nsms
SCHOOL OF ENGINEERING,school engineering
H AND PLANETARY SCIENCES,h and planetary sciences
PHYC,phyc
AFST,afst
Ensemble,ensemble
CHEMICAL-ENGINEERING,chemical-engineering
Am St,am st
Anth,anthropology
SPEECH COMMUNICATION,speech
COMD,comd
MODERN AND CLASSICAL LANGUAGES,modern and classical languages
MODERN AND CLASSICAL LANGUAGES-MUSIC,modern and classical languages-music
"EDUCATION, GENERAL","education, general"
NUTRITION (NUTR),nutrition (nutr)
ED ADM,ed adm
FINE ARTS,fine arts
Mgt,mgt
Modern and Classical Languages,modern and classical languages
Curriculum,curriculum
PHARMACEUTICAL CHEMISTRY,pharmaceutical chemistry
PHARMACOLOGY,pharmacology
AFRO A,afro a
"ENGINEERING, ELECTRICAL","engineering, electrical"
Crafts and Commercial Art,crafts and commercial art
Biology-Business Administration,biology-business administration
"Health, Physical Education, and Recreation","health, physical education, and recreation"
PENP,penp
SPANISH AND PORTUGUESE,spanish
TRY AND CHEMICAL BIOLOGY,try and chemical biology
Women Studies,women studies
Scho,scho
NATV,natv
Professional Writing,professional writing
PHRM,phrm
EDPY,edpy
PADM,padm
HPER,hper
COMUNICACIÓN Y RELACIONES PÚBLICAS,comunicación y relaciones públicas
American Politics,american politics
FS,fs
"Language, Literacy and Sociocultural Studies","language, literacy and sociocultural studies"
Chemical and Nuclear Engineering,chemical and nuclear engineering
Nuclear Chemical Engineering,nuclear chemical engineering
MGMT,business
WST,wst
EDP,edp
Sport Management,sport management
Exercise Science,exercise science
PSY,psychology
PT,physical therapy
Mgmt,business
IN,in
OLIT,olit
POLS,political science
Naval Science,naval science
ECME,ecme
HEALTH SCIENCES CENTER,health sciences center
LABORATORY SCIENCES,laboratory sciences
RELG,relg
Teacher Education,teacher education
Nutrition and Dietetics,nutrition and dietetics
RADS,rads
Biomedical Science,biomedical science
HED,hed
Nutrition (NUTR),nutrition (nutr)
Theatre and Dance,theatre and dance
IG,ig
College of Education,college education
TY AND REGIONAL PLANNING,ty and regional planning
Interdisciplinary Studies,interdisciplinary studies
EARTH,earth
ECH AND HEARING SCIENCES,ech and hearing sciences
SOCIOCULTURAL STUDIES,sociocultural studies
WOST,wost
Planning,planning
SPEI,spei
ECH,ech
Economics (ECON),economics (econ)
EMT,emt
Pharm,pharm
RELIGIOUS STUDIES,religious studies
BIOC,bioc
KINES,kines
MPH,mph
EART,eart
"Language, Literacy AI","language, literacy ai"
ARCHITECTURE AND PLANNIN,architecture and plannin
ND SOCIOCULTURAL STUDIES,nd sociocultural studies
Philosophy (PHIL),philosophy (phil)
Clinical Ultrasound Technology,clinical ultrasound technology
BUSINESS TECHNOLOGY,business technology
Med Tech,med tech
Med Sc,med sc
CHEMI,chemi
ENGR-F,engr-f
Radiologic Sciences,radiologic sciences
EECE,eece
GRADUATE COURSES,graduate courses
ART ST,art st
MUSIC THEORY,music theory
Medical Technology,medical technology
PubAd,pubad
COLLEGE OF EDUCATION,college education
Medical Science,medical science
Economic Anthropology,economic anthropology
General Honors,general honors
Physcs,physcs
W ST,w st
Speech Pathology,speech pathology
Neurology,neurology
EM/LS,em/ls
Parks and Recreation,parks and recreation
Communi,communi
Chinese (CHIN),chinese (chin)
SPANISH AMERICAN LITERATURE,spanish american literature
ART HISTORY,art history
Ch-NE,ch-ne
RTV,rtv
G,g
SCHOOL OF MEDICINE,school medicine
Medical Sciences,medical sciences
Medical Physics,medical physics
Industrial Education/Occupational Education,industrial education/occupational education
MUSIC EDUCATION (MUS ED),music education (mus ed)
CRP,crp
BIOCHM,biochm
TOE,toe
ETHNOLOGY,ethnology
SOM,som
RST,rst
RT,rt
PHYSICAL EDUCATION (P E-NP),physical education (p e-np)
Bus SP,bus sp
ID COMPUTER ENGINEERING,id computer engineering
COLLEGE OF ENGINEERING,college engineering
CIMTE,cimte
C S,c s
QC,qc
OLS OF MANAGEMENT,ols management
Molecular Biology,molecular biology
Development,development
Cell Biology,cell biology
Dental Hygiene,dental hygiene
German Studies,german studies
Art Hi,art hi
Ling,linguistics
Archeology,archeology
Biological Anthropology,biological anthropology
Nuclear Medicine Technology,nuclear medicine technology
JOURN,journ
Real Estate,real estate
Russian (RUSS),russian (russ)
INTERNATIONAL POLITICS,international politics
ARCHITECTURE,architecture
Pharmaceutics,pharmaceutics
MANAGEMENT,business
CH-NE,ch-ne
ARCHITECTURE AND PLANNING,architecture and planning
Performing Arts,performing arts
RECREA,recrea
"LINGUISTICS, PHILOLOGY, AND METHODOLOGY","linguistics, philology, and methodology"
Art Ed,art ed
COMPARATIVE POLITICS,comparative politics
CLIN S,clin s
Asian Studies,asian studies
FILM/TELEVISION,film/television
NUTRI,nutri
Speech and Hearing,speech and hearing
Medical Laboratory Sciences,medical laboratory sciences
Human Service,human service
THEATRE ARTS,theatre arts
HISTORY AND LITERATURE,history and literature
OCC ED,occ ed
Piano,piano
M ATHEMATICS AND STATISTICS,m athematics and statistics
Medical Biology,medical biology
"EDUCATION, SECONDARY","education, secondary"
M U S I C,m u s i c
NAVAL SCIENCE,naval science
BIOLOGY-BUSINESS ADMINISTRATION,biology-business administration
Organ,organ
BS,bs
"E N G I N E E R I N G,  C I V I L I","e n g i n e e r i n g,  c i v i l i"
L A W,l a w
Modern and Classical Languages - Music,modern and classical languages - music
"EDUCATION, GUIDANCE AND SPECIAL EDUCATION","education, guidance and special education"
PHYSICAL EDUCATION & RECREATION,physical education & recreation
EDEC,edec
P H I L O S O P H Y,p h i l o s o p h y
ART HISTORY AND CRITICISM,art history and criticism
"EDUCATION, HEALTH, PHYSICAL EDUCATION & RECREATION","education, health, physical education & recreation"
STUDIO,studio
ELECTRICAL,electrical
"HEALTH, PHYSICAL EDUCATION AND RECREATION","health, physical education and recreation"
COMPARATIVE LITERATURE,comparative literature
DENTAL HYGIENE,dental hygiene
COMPUTING SCIENCE,computing science
P HYSICS AND ASTRONOM Y,p hysics and astronom y
"EDUCATION, GUIDANCE & SPECIAL EDUCATION","education, guidance & special education"
JOURNALISM-LAW,journalism-law
INDUSTRIAL ARTS,industrial arts
ELECTRICAL-ENGINEERING,electrical-engineering
ENGINEERING,engineering
IA,ia
GENERAL STUDIES,general studies
English-Philosophy,english-philosophy
BUSINESS EDUCATION,business education
"EDUCATION, EDUCATION ADMINISTRATION","education, education administration"
"EDUCATION, EDUCATIONAL FOUNDATIONS","education, educational foundations"
ARCHITECTURE-ART,architecture-art
ASTRONOMY,astronomy
"ETHNOLOGY, GENERAL","ethnology, general"
ENVE,enve
CIVE,cive
Chemical,chemical
Ed.D.,ed.d.
COMP,comp
PA,pa
MMUNICATION & JOURNALISM,mmunication & journalism
272,272
Nursing (NURS),nursing (nurs)
Religion,religion
Art Education (ARTE),art education (arte)
A,a
CINEMATIC ARTS,cinematic arts
EALTHSCHE,ealthsche
Earth and Planetary Sciences,earth and planetary sciences
COLLEGE OF NURSING,college nursing
PROFESSIONAL,professional
Grad,grad
MILITARY STUDIES,military studies
Child Development,child development
WOMEN STUDIES,women studies
Bio,bio
IONAL PHYSICAL EDUCATION,ional physical education
CON,con
Media Arts,media arts
OR,or
ID,id
SPCD,spcd
ARCHAEOLOGY,archaeology
Physical Science,physical science
"EDUCATION, ART","education, art"
NUCLEAR ENGINEERING,nuclear engineering
Earth and Environmental Science,earth and environmental science
POL S,pol s
Biomedical Sciences Core and Program,biomedical sciences core and program
Earth and Planetary Sciences (EPS),earth and planetary sciences (eps)
Toxicology,toxicology
Health Services,health services
PSE,pse
Jour,journalism
ChNE,chne
Clinical Psychology,clinical psychology
Developmental Psychology,developmental psychology
BIOMEDICAL SCIENCES,biomedical sciences
Army ROTC,army rotc
Acting,acting
Design,design
FICULTURAL TEACHER EDUCATION,ficultural teacher education
EME,eme
Probability and Statistics,probability and statistics
Jazz Studies,jazz studies
LIT,lit
Speech and Hearing Sciences,speech and hearing sciences
SHS,shs
Landscape Architecture,landscape architecture
Nuclear Materials Engineering,nuclear materials engineering
A&S,a&s
DSGN,dsgn
Athletic Training,athletic training
AMERICAN STUDIES,american studies
DH,dh
AER,aer
Deaf Studies,deaf studies
Art Studio (ARTS),art studio (arts)
PEN,pen
COE,coe
EDUCATIONAL TECHNOLOGY,educational technology
Strings,strings
Brass,brass
Woodwinds,woodwinds
EDUCATIONAL LEADERSHIP,educational leadership
Classical Studies,classical studies
Italian (ITAL),italian (ital)
Poli Sci,poli sci
Language,language
CHEMICAL,chemical
Film,film
Unknown,unknown
Health Sciences Center,health sciences center
Statistics (STAT),statistics (stat)
PSYCHOLOGY-SOCIOLOGY,psychology-sociology
GREEK AND LATIN,greek and latin
ERM,erm
Practical Mechanics,practical mechanics
Railway Engineering,railway engineering
Natural History,natural history
Hygiene and Sanitation,hygiene and sanitation
Hygiene,hygiene
HYGIENE,hygiene
"Education, Secondary","education, secondary"
Staff,staff
GROUP III,group iii
Sociology-Speech,sociology-speech
SCHOOL ADMINISTRATION,school administration
GOVERNMENT AND CITIZENSHIP,government and citizenship
Engl,english
MATHEMATICS AND ASTRONOMY,mathematics and astronomy
MLL,mll
ELEMENTARY EDUCATION,elementary education
Secondary Education,secondary education
Greek and Latin,greek and latin
Social Studies,social studies
Histology,histology
Letters and Science,letters and science
EDUCATIONAL PSYCHOLOGY,educational psychology
EDUCATIONAL ADMINISTRATION,educational administration
DEPARTMENT OF DRAMATIC ART,theater
Physical Education and Health,physical education and health
FOLKLORE,folklore
AN,an
DEPARTMENT OF ENGINEERING,engineering
Modern Languages and Literatures,modern languages and literatures
DEPARTMENT OF CIVIL ENGINEERING,civil engineering
Plant Biology,plant biology
Fire Protection Engineering,fire protection engineering
Criminal Justice and Criminology,criminal justice and criminology
PRACTICAL ART AND CRAFTS,practical art and crafts
SECRETARIAL TRAINING,secretarial training
LANGUAGES,languages
"HISTORY, AMERICAN","history, american"
ECONOMICS; EDUCATION,economics; education
Languages and Literature,languages and literature
MILITARY SCIENCE,military science
"Personnel, Labor, Transportation","personnel, labor, transportation"
"Science, Technological, and Vocational","science, technological, and vocational"
Foreign Language Education,foreign language education
Instruction,instruction
GOVERNMENT AND POLITICS,government and politics
Agronom,agronom
AGRICULTURAL EDUCATION,agricultural education
Soil and Watershed Science,soil and watershed science
Plant Science and Landscape Architecture,plant science and landscape architecture
FIRE PROTECTION,fire protection
AIR SCIENCE,air science
Rec. ,rec.
Sp. ,sp.
Special Studies,special studies
Microb,microb
P.H.,p.h.
Graphic Communications,graphic communications
Special Topics,special topics
Ceramics,ceramics
Metalworking,metalworking
Student Teaching,student teaching
"Physical Education, Health and Recreation","physical education, health and recreation"
B.Ed.,b.ed.
Psy.,psy.
Inorganic Chemistry,inorganic chemistry
Soil Science,soil science
Clothing and Textiles,clothing and textiles
VETERINARY SCIENCE,veterinary science
"P. E. (PHYSICAL EDUCATION, RECREATION AND HEALTH)","p. e. (physical education, recreation and health)"
School of Nursing,school nursing
Ch.E.,ch.e.
FORESTRY,forestry
EN CH,en ch
AGR. ENGR.,agr. engr.
Agriculture and Engineering,agriculture and engineering
Food Science,food science
EN EE,en ee
F.L.,f.l.
Morph. & Myc.,morph. & myc.
Morp. & Myc.,morp. & myc.
IND. ED.,ind. ed.
H.A.D.,h.a.d.
A. D.,a. d.
Dairy Science,dairy science
Hyd,hyd
EN CE,en ce
Phys. Chem.,phys. chem.
A. L.,a. l.
Hwys,hwys
Modern Languages and Literatures - French,modern languages and literatures - french
Ind. Chem.,ind. chem.
Agricultural Chemistry,agricultural chemistry
Gen'l Chem.,gen'l chem.
CLO,clo
TEX,tex
R. ED.,r. ed.
EN ME,en me
MUSIC EDUCATION,music education
R. ED,r. ed
AEROSPACE ENGINEERING,aerospace engineering
HEA,hea
BOT,bot
ECEED,eceed
MUS ED,mus ed
SP. ED.,sp. ed.
MUS. ED.,mus. ed.
COMP. LIT.,comp. lit.
I. A.,i. a.
Eceed,eceed
APPLIED MUSIC,applied music
ARABIC,arabic
JAPANESE,japanese
P.A.,p.a.
Metallurgical Option,metallurgical option
National Security Policy Studies,national security policy studies
ESM,esm
Neurosciences,neurosciences
Asian and East European Languages and Literatures,asian and east european languages and literatures
Theater,theater
Geological Sciences,geological sciences
Interdepartmental,interdepartmental
Agriculture (A. H.),agriculture (a. h.)
Aero.,aero.
Ch. E,ch. e
Behavioral and Social Sciences,behavioral and social sciences
Applied Mathematics and Scientific Computation Program,applied mathematics and scientific computation program
Arabic Studies,arabic studies
"Physical Education, Recreation and Health","physical education, recreation and health"
IE,ie
BUSINESS,business
AERONAUTICAL SCIENCES,aeronautical sciences
MECHANICS,mechanics
Military Science and Air Force R.O.T.C.,military science and air force r.o.t.c.
PHYS ED,phys ed
Agric,agric
Puppetry,puppetry
Aero,aero
"PHYSICAL EDUCATION, RECREATION  AND IEALTH","physical education, recreation  and iealth"
Fire Safety,fire safety
Edit,edit
LATN - Latin,latn - latin
Agricultural and Resource Economics,agricultural and resource economics
Fm&Hu Dv,fm&hu dv
International,international
"EDUC-Counseling, Higher Education and Special Education","educ-counseling, higher education and special education"
Landscape Gardening,landscape gardening
PIT. PHYS,pit. phys
Veterinary Medicine,veterinary medicine
Ancient Languages and Philosophy,ancient languages and philosophy
COMMERCE,commerce
General Botany,general botany
Bacteriology and Sanitation,bacteriology and sanitation
ANALYTICAL CHEM,analytical chem
Plant Physiology and Bio-Chemistry,plant physiology and bio-chemistry
CoM,com
PLT. PHYs.,plt. phys.
Rural Organization,rural organization
Pharmaceutical Sciences,pharmaceutical sciences
En,en
PHY,phy
PATH,path
ART.,art.
FooDs,foods
"Physical Education, Recreation, and Health","physical education, recreation, and health"
